experiment_id,theta,seed,condition,noise_strength,kl,js,tv,entropy,l1,utility,action
440,2.748893571891069,6,high,0.2,3.1937339332789882,0.05407637007119045,0.1632845640618528,2.4129775625813856,0.3265691281237056,-0.1632845640618528,IGNORE
441,2.748893571891069,7,low,0.02,0.2542669652338686,0.004584011013703378,0.019020211718426383,1.556105264223171,0.038040423436852766,-0.019020211718426383,IGNORE
442,2.748893571891069,7,medium,0.08,1.0466996053131106,0.017480759969678177,0.05197919609342638,1.8171460874152237,0.10395839218685277,-0.05197919609342638,IGNORE
443,2.748893571891069,7,high,0.2,3.2221092125824065,0.05412779835550441,0.1588900328118528,2.408642663994484,0.3177800656237056,-0.1588900328118528,IGNORE
444,2.748893571891069,8,low,0.02,0.26752040512058295,0.0046788511292372974,0.01342773437499998,1.5468939840787796,0.02685546874999996,-0.01342773437499998,IGNORE
445,2.748893571891069,8,medium,0.08,1.1758117472912066,0.019570517560562467,0.05661786796842638,1.8612005072477746,0.11323573593685277,-0.05661786796842638,IGNORE
446,2.748893571891069,8,high,0.2,3.480399279665775,0.0578244495383498,0.16111005546842638,2.4305235121453843,0.32222011093685277,-0.16111005546842638,IGNORE
447,2.748893571891069,9,low,0.02,0.3401242039044187,0.005943429091890573,0.020530569531573596,1.5711897549749034,0.04106113906314719,-0.020530569531573596,IGNORE
448,2.748893571891069,9,medium,0.08,1.3731735569747214,0.022781680144712806,0.06396484374999997,1.909366009002202,0.12792968749999994,-0.06396484374999997,IGNORE
449,2.748893571891069,9,high,0.2,3.760620354631162,0.06220319269824429,0.16819013359342638,2.4720190293163014,0.33638026718685277,-0.16819013359342638,IGNORE
450,2.945243112740431,0,low,0.02,0.2735447097955437,0.00489789943712063,0.01708984375,1.2872930559423579,0.0341796875,-0.01708984375,IGNORE
451,2.945243112740431,0,medium,0.08,1.1327028056678135,0.019031217962483242,0.05745619874208974,1.6089320877225426,0.11491239748417947,-0.05745619874208974,IGNORE
452,2.945243112740431,0,high,0.2,3.3123056327917304,0.05743419769674772,0.17122572999208974,2.2386726128520325,0.3424514599841795,-0.17122572999208974,IGNORE
453,2.945243112740431,1,low,0.02,0.3096176151455391,0.005575381941457683,0.020102683117089737,1.329632625687522,0.040205366234179474,-0.020102683117089737,IGNORE
454,2.945243112740431,1,medium,0.08,1.315543534870677,0.022621836328212457,0.07283705811708974,1.6980240796655592,0.14567411623417947,-0.07283705811708974,IGNORE
455,2.945243112740431,1,high,0.2,3.107848725068094,0.05323681182965129,0.15853041749208974,2.1791518003854984,0.3170608349841795,-0.15853041749208974,IGNORE
456,2.945243112740431,2,low,0.02,0.28927898135985397,0.005203346074785915,0.019126120617089737,1.321054323400637,0.038252241234179474,-0.019126120617089737,IGNORE
457,2.945243112740431,2,medium,0.08,1.2619245498339549,0.021697274228367924,0.07039565186708974,1.6805780525056635,0.14079130373417947,-0.07039565186708974,IGNORE
458,2.945243112740431,2,high,0.2,3.336046955751331,0.058027114997591465,0.17317885499208974,2.247679103146813,0.3463577099841795,-0.17317885499208974,IGNORE
459,2.945243112740431,3,low,0.02,0.2795953690951106,0.004904300039457528,0.015300364996044868,1.2933812176785415,0.030600729992089737,-0.015300364996044868,IGNORE
460,2.945243112740431,3,medium,0.08,1.1691847138268563,0.020050758861130596,0.06478041749208974,1.6452043271499894,0.12956083498417947,-0.06478041749208974,IGNORE
461,2.945243112740431,3,high,0.2,3.1026298752489168,0.053821205372732994,0.16170424561708974,2.187735250462758,0.3234084912341795,-0.16170424561708974,IGNORE
462,2.945243112740431,4,low,0.02,0.31928071577003647,0.005689453391064867,0.01945075562104487,1.3239776309213434,0.03890151124208974,-0.01945075562104487,IGNORE
463,2.945243112740431,4,medium,0.08,1.3527128804539474,0.02290608969635135,0.07088393311708974,1.6907467432804357,0.14176786623417947,-0.07088393311708974,IGNORE
464,2.945243112740431,4,high,0.2,3.391693538403329,0.05861403772321647,0.17391127686708974,2.252859771373849,0.3478225537341795,-0.17391127686708974,IGNORE
465,2.945243112740431,5,low,0.02,0.24842185537642314,0.004375280790317474,0.014079661871044868,1.2854768918492439,0.028159323742089737,-0.014079661871044868,IGNORE
466,2.945243112740431,5,medium,0.08,1.161400531775051,0.019585416919699408,0.06087416749208974,1.6269397253785554,0.12174833498417947,-0.06087416749208974,IGNORE
467,2.945243112740431,5,high,0.2,3.2974573269773324,0.05665992925474393,0.16780776124208974,2.225122123407723,0.3356155224841795,-0.16780776124208974,IGNORE
468,2.945243112740431,6,low,0.02,0.3036089687484463,0.005343091698894025,0.01513671875,1.287457544212953,0.0302734375,-0.01513671875,IGNORE
469,2.945243112740431,6,medium,0.08,1.2942074992438326,0.02216280971937999,0.07088393311708974,1.685547493263898,0.14176786623417947,-0.07088393311708974,IGNORE
470,2.945243112740431,6,high,0.2,3.2096046446339215,0.057405090130205935,0.17537612061708974,2.24660446216626,0.3507522412341795,-0.17537612061708974,IGNORE
471,2.945243112740431,7,low,0.02,0.23874151900533275,0.0042164550781758296,0.013835521246044868,1.2804822909319784,0.027671042492089737,-0.013835521246044868,IGNORE
472,2.945243112740431,7,medium,0.08,1.1179676197223785,0.01894402913485359,0.05940932374208974,1.6164272908348085,0.11881864748417947,-0.05940932374208974,IGNORE
473,2.945243112740431,7,high,0.2,3.1838404752442617,0.05590816250953022,0.16878432374208974,2.223310355457643,0.3375686474841795,-0.16878432374208974,IGNORE
474,2.945243112740431,8,low,0.02,0.26255148689889507,0.004606970086800118,0.014487448742089735,1.2935327038131474,0.02897489748417947,-0.014487448742089735,IGNORE
475,2.945243112740431,8,medium,0.08,1.1770889006925969,0.019877701054209218,0.06209487061708974,1.635415370034933,0.12418974123417947,-0.06209487061708974,IGNORE
476,2.945243112740431,8,high,0.2,3.4883300011204303,0.059620335058080044,0.17415541749208974,2.2532570832724623,0.3483108349841795,-0.17415541749208974,IGNORE
477,2.945243112740431,9,low,0.02,0.3403202727823465,0.005991541152343032,0.02067145874604487,1.3302104070439353,0.04134291749208974,-0.02067145874604487,IGNORE
478,2.945243112740431,9,medium,0.08,1.4567598873261187,0.024267350950383456,0.07186049561708974,1.7007475817714128,0.14372099123417947,-0.07186049561708974,IGNORE
479,2.945243112740431,9,high,0.2,3.767284261511861,0.06377847526009922,0.18318862061708974,2.299328630508909,0.3663772412341795,-0.18318862061708974,IGNORE
480,3.141592653589793,0,low,0.02,0.389034407947794,0.006772238318439638,0.019287109375,1.1882995655672788,0.03857421875,-0.019287109375,IGNORE
481,3.141592653589793,0,medium,0.08,1.527213391844925,0.02542174784343912,0.0712890625,1.5672134256292867,0.142578125,-0.0712890625,IGNORE
482,3.141592653589793,0,high,0.2,3.6714154586903067,0.06074253085316171,0.16455078125,2.098226702694891,0.3291015625,-0.16455078125,IGNORE
483,3.141592653589793,1,low,0.02,0.33804528278338,0.0060347960942165445,0.026123046875,1.1669806176763424,0.05224609375,-0.026123046875,IGNORE
484,3.141592653589793,1,medium,0.08,1.5001206675680288,0.025089813720629045,0.070068359375,1.558859611635285,0.14013671875,-0.070068359375,IGNORE
485,3.141592653589793,1,high,0.2,3.655740347814025,0.060539791904481305,0.1640625,2.101864966240507,0.328125,-0.1640625,IGNORE
